compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
1.26_700.4380m/z,306001.6378,228633.5217,368455.2062,296719.0684,423727.8514,321704.4205,369416.0131,284807.709,394688.5676,286848.3796,150386.6326,123235.5609,178623.5553,138396.2459,178606.063,166132.2443,224272.3959,186134.9008,211345.21,169928.6341,52127.44736,37932.29275,43609.5881,31326.07376,58823.36839,35920.71266,40866.25117,25982.51069,69276.40589,55843.83606,8873.693231,6666.049076,10179.07378,6615.37373,6158.875388,4033.71073,15798.50995,13837.28563,20523.17181,13786.11088
1.25_309.1533m/z,29142.03155,26438.95063,24968.56386,26507.4744,31104.19014,31454.79795,25019.27638,24481.49508,28776.45924,29713.7064,23045.76977,21379.75795,21045.66476,21207.22345,22879.00972,23611.38736,24293.05516,24939.12046,22290.58044,23374.03324,9307.96228,8024.838667,6868.182606,5534.915682,7457.997624,6279.190354,6598.405497,5741.182634,7606.567168,6957.956603,4859.955493,3843.802878,4503.894142,4325.970409,4108.972044,4099.314337,5864.252013,5404.721063,5819.960028,5314.347397
1.23_381.2325m/z,2963.86458,2950.839239,3581.421821,4546.181468,2665.077741,1535.296259,1901.548609,3127.480506,4999.844101,4111.963478,3181.129941,1464.976401,10549.34711,10179.6645,2446.635813,3022.384292,2133.148235,1523.909473,1694.606406,1971.869873,9530.38543,6711.938283,6193.808088,5197.099971,5951.447593,4727.065577,7349.891697,5969.181741,12202.89454,10632.70827,15663.98408,13099.88347,14402.66544,11621.31414,6457.077836,5184.938837,9333.283443,9004.76251,7905.075594,6430.821046
1.23_337.1847m/z,6604.666235,5716.443575,6509.225567,7047.024306,6448.132797,7767.46829,6031.024161,4966.816418,9576.045933,8634.192816,5571.828577,5346.698201,5574.194407,5504.826631,8168.969572,7935.798796,7119.975196,6181.653539,5991.893215,4729.186799,3978.526525,4097.980203,2512.828546,2098.10867,3358.922487,2878.980093,2765.715097,2280.613541,3584.712264,3375.643058,2108.500359,2449.066625,2366.104157,2465.477271,2191.079023,1846.38375,3057.863961,3442.40803,3450.765428,3784.417508
1.23_183.0118m/z,3646.83487,2963.73804,3383.722118,3313.398568,3667.985304,3290.008439,3238.280023,2781.840527,3409.422232,2974.041551,2807.023298,2618.830713,3069.225987,2774.972126,3267.63858,3327.445642,3263.051654,3044.069445,3136.228478,2898.682602,680.0809665,713.5200302,658.1087239,587.1911846,496.4130204,492.0921327,616.4829524,551.1393915,388.0403497,471.8859042,508.9842748,399.4405021,379.8402759,349.4801041,427.6818828,439.1447828,708.1029288,576.8398957,600.0810061,586.3273986
1.21_351.2215m/z,3375.355487,1872.455876,4905.151258,4195.33619,3515.842193,2690.366676,3704.810101,3091.793436,4310.23064,3560.263324,3282.189607,3082.001292,15518.41444,14677.20976,3142.077159,2841.794447,3437.990069,2989.178876,2995.63169,1803.134722,6209.732939,5883.590048,5180.731842,3775.424703,6820.233675,5350.463729,10467.53752,8511.219622,14121.48821,11170.20744,12868.15839,10211.93395,15033.1345,12713.11268,8302.302479,7182.226272,18816.05793,16880.09167,8248.469352,6882.933587
1.21_337.0545m/z,3140.091839,2347.874801,2392.579911,2107.18953,2761.210618,1356.72553,3445.821804,3355.279221,1227.166984,1363.225285,4772.489907,4605.083731,4406.575942,3732.776619,3476.666436,4325.43484,3430.168938,3165.495323,4821.857566,5902.64875,3057.138902,2619.420178,3734.909852,3417.396749,4508.150953,3197.282693,4981.714086,4193.802914,3984.760142,3228.049784,11607.12765,8850.170354,10163.91058,8684.871166,15451.06236,13504.633,11606.87993,10854.31394,12524.02146,11882.96168
1.21_323.1900m/z,674.1986423,344.1279352,2733.665455,2883.193051,656.6668602,0,1639.078459,1254.12964,3744.387861,3799.346996,1491.077807,1039.447701,4353.109816,2888.725777,1074.601418,991.3074723,1595.651023,1307.240255,892.3315052,1024.619377,7010.103053,5766.005007,2145.353158,1255.398608,2221.678861,1265.605625,3656.127817,2595.767388,6901.295472,5007.33467,2186.613865,882.2420458,34858.94888,27886.2475,2357.706561,2046.770811,3087.965309,2770.594985,2249.479919,2190.076379
1.21_426.9682m/z,7527.899054,5921.678467,6245.313594,7782.306644,8132.109751,5790.303593,7020.731739,7109.680822,6719.212162,6330.832357,7751.402228,7376.911145,6404.940614,5927.123529,7014.401972,6726.901038,8366.869567,7231.496465,6359.174462,7185.320972,3681.573604,3139.696789,3839.749905,3179.083684,3899.763757,3739.361824,4080.726022,3661.132865,3778.991738,3674.039738,4167.480864,3976.844342,3683.118608,2564.815018,3185.25481,3714.402215,4148.734362,3903.70886,5376.669822,4952.692505
1.22_339.2000m/z,507789.6361,458945.1006,566187.7552,555100.3353,547494.785,522342.1475,506703.9553,472047.3701,693021.2157,636081.3791,442204.8298,411603.4032,485261.8039,430367.8471,624444.9917,610391.1403,546550.1841,485191.5762,496528.806,465537.5193,342302.7416,308676.905,214108.568,194635.4061,285359.6897,225970.6497,217508.9918,188364.7659,292046.3815,265405.2696,273831.3113,234472.2093,222435.3749,191122.5315,210183.984,186430.0253,325029.8772,294468.9198,324169.062,288197.2583
1.22_327.1906m/z,37217.37253,34482.54881,39529.75679,35440.99059,47399.59462,44217.54053,36311.39924,32378.22191,46351.34599,41210.39969,33759.05828,31643.97329,38848.29081,32317.02125,38905.66625,36851.36564,42950.65526,36416.92648,33581.81514,34289.00222,16634.75483,16037.11302,10824.02588,9654.634052,14058.21561,11438.94455,10770.59719,8789.729911,14378.5235,12614.7177,9935.715467,9810.219693,10386.3829,8597.322896,9451.773606,8577.356753,13289.78566,12529.51788,12811.60303,11644.77754
1.22_637.3615m/z,112698.2402,104995.7971,113829.2424,107134.5208,191653.3275,180176.7067,102880.9636,89340.84569,162673.8365,149701.5951,91234.86931,86170.89724,106494.3939,84404.854,136098.6223,127443.2846,126115.7435,116243.5121,99731.53567,101204.1972,7224.903484,7008.808653,2224.959167,2494.051467,5941.913941,4443.479581,2571.389962,2003.89436,5516.684814,4436.022615,3636.506532,2856.176731,3746.678645,2472.058733,1729.871504,1856.379146,6536.284906,5434.772048,5974.245811,5549.344847
1.22_393.1724m/z,33598.31924,30644.56044,32877.99596,29924.43422,35763.8241,37650.96206,30992.63905,32977.77131,36887.96958,34534.27398,29763.1939,29001.06551,31465.2514,28704.70007,33290.45163,30994.20696,35411.17832,30477.00406,30322.55958,28426.94034,16231.72974,15395.915,10434.28559,10638.00596,13556.5677,13478.43653,10250.94345,8836.909053,14611.9285,13074.61954,11212.40339,9558.487852,10752.54981,9077.632472,10162.70426,9003.743644,14361.91874,13708.25049,12675.52385,13710.91856
1.22_417.2111m/z,20582.45077,15691.89834,32867.9319,30820.63351,15176.85175,12497.18541,28457.19083,23207.92418,55985.13283,50634.81029,13385.98644,11664.62593,17406.94327,13537.08999,22449.46743,19549.90531,24675.99189,20325.72659,22182.92622,18645.0547,30388.24277,26315.6231,17701.46857,14396.72609,26414.49796,17515.80812,17919.08499,14891.38968,27262.59547,24281.87467,21014.40049,18035.71253,18767.76707,14232.33465,15133.31819,11982.31894,29987.688,24420.42261,26946.10071,22904.16973
1.22_665.3925m/z,12751.98818,12363.90493,18319.54224,14659.0406,22686.65699,20043.37624,13186.57188,8302.620334,29857.01884,24820.88805,8068.046409,8113.608684,13757.4072,6977.675479,23894.12389,20374.14818,14444.12019,11601.4019,9935.327606,9729.132417,1250.34092,941.9414803,11.66287049,162.3816077,569.717806,313.7410332,8.502638993,40.96730452,503.7068397,241.1222476,531.1585235,6.982498768,151.5684941,22.57932076,15.28785126,388.7782986,814.9014224,854.7380198,412.0861643,1186.004524
1.23_297.1532m/z,927898.4426,857821.2925,888631.2524,864752.0317,1047346.381,1057885.624,855158.8336,816800.5398,953159.5437,917749.8625,809213.2039,765606.6738,813949.9673,757497.4589,835212.9141,836638.3938,910751.2416,858270.4354,806027.3044,784764.5703,298290.9765,274313.8014,219195.1264,196248.33,245787.9192,200847.3715,221490.497,194247.4421,249660.8433,226785.3994,187286.9705,171752.7171,185823.5927,164440.6907,183898.4245,169081.0005,222127.3006,206727.1723,217901.5344,198535.6272
1.23_465.3046m/z,71174.69562,42533.35361,59493.09618,48154.17477,37257.33668,26068.57658,79189.34156,52831.45635,53827.08353,36713.09326,49794.84646,37005.8319,59866.5203,38836.25784,43320.76508,33911.30585,61586.73454,41932.34896,50318.18971,35459.43358,155472.6608,106234.1894,126806.5993,87049.17111,112384.6993,63730.63684,121479.9044,82328.42925,112151.0977,78414.03816,94966.40304,65242.7248,140849.2321,78145.93133,89652.21071,70770.0766,88190.25781,57363.10809,90727.75969,57914.30958
1.23_313.1749m/z,31379.49907,29138.23037,32318.80677,31131.26419,39637.69553,35903.62554,30418.52056,28733.24214,35282.18421,32213.6504,30338.21637,27983.51899,29894.79151,28057.49168,31624.89708,31666.21753,34651.15811,30915.40749,30056.19772,27317.81863,9041.020247,8388.657865,7014.047902,6576.378117,7795.143988,6601.513059,7393.8763,6513.623779,7911.183695,7753.866747,7065.474764,6348.836006,7109.057339,5604.92822,6001.783136,5864.915803,8389.823378,7916.106494,7696.245013,6586.984459
1.23_315.1371m/z,27780.55445,28680.37636,25421.58527,26675.5366,18185.90856,19925.55017,38270.68437,37586.9933,24006.15275,23209.69756,21310.54334,19308.83636,26504.7407,22569.19338,30077.24294,29713.0366,25582.90472,23069.52572,19932.84002,22764.17867,8811.77884,8490.406531,17906.65856,14730.66257,6246.634419,4682.196065,10024.42708,8788.248118,14645.23357,11771.27924,10466.36622,8783.45145,6915.809156,5531.459887,13636.84658,12090.9584,8197.562612,8307.765829,6930.211712,6188.406863
1.23_379.1564m/z,29193.81022,28765.67301,27650.14295,29411.04996,31980.90829,32594.41151,29681.5073,27740.0221,30467.53036,29776.51985,27272.35275,22928.99928,24705.78772,21493.23039,28753.14805,28385.82642,32020.31237,29818.8852,27098.72683,27314.11759,9070.086649,7800.27274,7247.820239,7487.757049,7617.301319,7731.303503,6907.17888,6148.535713,8395.25273,7679.63545,7948.13287,6312.644509,7054.174113,5677.464348,7592.845467,7495.549611,7726.571471,8019.422288,7491.441762,8226.791779
1.23_609.3300m/z,29233.06731,30983.82505,32875.75183,30560.61936,58764.40451,50278.8056,29161.48276,24836.19827,44274.77553,40306.85322,25085.56074,24351.28017,30874.71878,24754.46496,36986.07321,33657.02523,34554.74712,30596.48825,26396.03913,28055.11373,961.457074,404.2712415,268.100765,0,594.4143895,0,281.4477041,0,396.2481965,739.5285395,279.4276643,0,0,627.0324746,0,0,393.6124436,0,405.6220552,917.6940378
1.23_353.2009m/z,1093.334532,1553.337365,1403.823458,4303.924692,1135.817413,47.42670262,947.7047768,1163.018439,3006.349744,3170.894737,2069.171845,483.199324,2660.96972,2973.647163,1903.43322,557.2486024,201.5415341,1104.221021,1281.275377,2279.076736,11743.51368,11380.52251,6803.167783,5309.373999,5346.762542,3618.628923,8303.056873,6487.139251,10899.66483,9491.487119,14697.66015,11546.4107,24554.99985,21925.51333,4079.188181,3031.387852,5323.35263,5268.356703,6222.100989,5456.619833
1.21_337.2058m/z,5817.832447,4380.531942,7530.637469,6170.264929,4959.491316,3924.97616,5259.920383,4541.064031,8911.153405,6364.194872,4589.117674,4275.53714,17624.26763,16670.66474,4126.473249,4211.19365,4780.9254,4437.348888,4748.295704,4162.467119,13762.77012,13218.38836,8012.620711,6879.484641,8293.262643,6640.692593,8793.671783,7557.04003,16183.06826,13724.76523,21940.10024,17402.76287,18181.15813,14673.54174,8392.421081,6760.366565,13412.89399,11783.44803,11714.2446,9877.759939
1.33_414.1644m/z,0,0,0,0,0,0,0,0,0,0,21474.02661,15376.04932,16846.13119,22757.2913,18641.37687,25236.78899,30127.19581,16718.57478,22794.98784,21771.31766,0,0,0,0,0,0,0,0,0,0,24459.8418,28541.78273,32318.04126,31699.86831,21949.66801,22066.36011,22503.24514,21153.9518,21136.89089,32243.97483
1.33_316.9078m/z,6752.558781,6004.278607,4806.806265,5024.985134,5142.553441,4857.714896,4770.917426,4748.750593,5414.641663,5579.516827,1016.038484,1872.298446,1811.957706,0,743.9768753,1106.148322,847.3077975,931.1570019,851.3305958,1679.660807,5011.652203,4369.762284,6160.603281,6193.28432,4647.577915,3980.235791,4236.699605,4584.727914,4251.02809,3809.636419,0,639.9305936,0,0,166.8678898,0,354.1544718,755.7845881,0,0
1.34_303.2332m/z,109803.5822,99792.06942,104737.4301,103386.7323,126702.4695,125342.8775,102751.2884,94186.34685,156336.804,152506.3387,282905.2432,279457.5426,199264.1433,196531.968,217322.8175,232271.0052,372285.1977,363230.1153,270847.0716,267239.6338,148388.7728,141669.4289,183219.3609,172471.6924,161826.6447,151348.8464,181202.8137,174993.8802,159234.6956,153733.2168,373425.3143,374080.6484,437187.4803,433344.9164,476220.4611,494910.3626,459434.8325,462822.3418,470082.8326,478327.9604
1.40_385.3114m/z,8418.697347,6696.048092,5735.335674,5604.297139,4967.854973,4633.524483,7828.923718,7294.518304,7747.220359,7098.252393,11985.10243,10989.83716,11438.02848,8706.8513,12278.53319,11680.45189,13349.17813,11336.54031,12853.65831,11964.51147,1611.360494,1687.968054,4229.328486,2925.326742,4044.740487,2111.212722,4350.039606,3110.416399,4143.386323,3349.067182,527.0232301,378.5887615,777.5207365,1.983867641,496.0749346,147.9553218,402.3684567,124.9039451,270.410257,197.6641272
1.40_309.1711m/z,6068.646257,4325.345128,4113.865036,3840.355729,4265.290236,2705.339662,4616.975637,4134.626058,7171.126501,6191.449577,4772.541944,3526.003549,3122.571636,3085.04348,3152.785302,2648.185023,5803.822572,4738.636524,2777.772441,3429.206673,7700.237254,6762.673911,4314.277442,3893.749662,4134.796181,4111.440731,7232.275685,5740.620493,4798.644915,5559.606766,3801.829422,3567.365493,2764.44038,2671.288226,3477.67623,2982.443596,2831.707634,2374.777723,3737.004509,3816.856688
1.40_255.0877m/z,4167.041119,4729.043598,3739.392942,3998.419623,2756.882689,2715.808296,2585.493228,2680.743464,2948.017845,2900.980631,1895.892978,2605.803236,2342.578258,2194.136234,1609.740402,1685.237592,2651.008487,2412.269261,2082.134134,2404.307677,7866.39184,7706.391532,4902.251758,6328.679363,4295.936409,4183.180257,3983.712278,4607.273155,4666.91996,4495.31117,2976.717703,3348.341025,3205.515243,2979.624999,4073.900463,3428.358258,3674.353745,3384.514877,3729.673613,3992.657016
1.40_305.1610m/z,5049.334555,4507.22757,3499.228156,3537.468406,3813.154475,3572.007759,3760.673318,3609.675151,4962.007906,4775.661965,2870.573912,3416.062324,4353.614653,2857.924551,3382.056086,2724.355834,3659.200847,4301.853745,3302.443947,3375.78097,5807.362505,5123.226621,5383.692954,5507.574549,4844.55052,4687.289428,5309.681737,4327.469907,4969.174265,4766.660157,3411.339378,4663.454166,3518.268768,3691.878964,3924.924602,4243.371082,4040.606987,3323.740314,4018.076532,3746.14843
1.40_289.1296m/z,3841.857256,3135.60475,3313.936722,2970.630654,2937.708362,2626.764001,2614.759921,2602.869598,3527.635358,3079.641889,2607.668392,2521.049792,2648.814601,2336.868649,2270.778095,2741.660838,3437.777542,2790.8355,2269.460023,2714.020351,3726.514669,3607.39673,4179.555997,3683.675619,3792.445409,3513.653553,4225.033059,3075.56344,3760.876981,3468.554748,3635.896543,3881.909236,3682.736182,3652.831346,4733.789042,3492.564866,5003.549297,4141.788867,3951.170523,4436.234782
1.40_539.5054m/z,2713.563569,1788.915683,1205.912785,1600.742889,1091.736927,0,899.0463607,193.6100923,5911.149386,4020.45651,732.8154272,0,308.9666394,0,1918.92828,2079.445309,404.2837051,521.1196153,399.0713298,193.8126904,20664.67454,15204.37531,7316.427256,4123.628558,12015.54393,7239.23664,5336.577849,5681.414476,16706.72629,11398.81694,9716.591287,4956.711829,8962.709081,6332.84885,4741.603279,2024.731597,13561.91458,10414.21366,11481.16551,8557.007053
1.41_379.2525m/z,97108.88181,73726.76825,79460.83728,72798.84784,66676.3769,54148.35504,67944.21153,58408.95928,115530.8874,93480.2332,59315.85588,54273.12187,63293.20221,50263.66758,90426.02113,76728.93033,75423.81666,58649.50868,62584.81676,54036.07453,216013.9428,181065.9685,150036.3539,128295.5009,177121.1496,129490.4011,145591.0785,123456.4905,214323.7817,187121.8595,143305.5053,115714.1647,146808.8394,111489.802,106727.2299,87240.21162,164987.8386,133923.2501,162688.7228,129365.8774
1.40_189.0029m/z,3038.27988,2960.093669,2610.6041,2948.810678,3767.064667,3825.426533,2575.160308,2851.1132,2196.353621,2488.787297,2070.231747,2291.646454,2143.676629,1974.67443,2141.711414,2263.162592,1276.998607,1410.133019,2034.909756,2501.797623,3522.419773,3760.497002,3310.756134,3275.015721,3967.840974,3845.773909,3655.025131,3600.921648,3980.064731,3931.726469,4140.411546,4115.823485,3583.933118,4049.474734,5132.852225,5368.932449,5233.781868,5472.982214,3939.373982,4579.335964
1.41_93.0093m/z,5174.702374,5727.454197,5751.14734,6653.345112,7639.10343,9544.796546,4857.87815,5451.091407,4663.15877,5063.23464,5911.421546,6354.265433,4700.859626,5310.60737,5314.731991,5701.376823,6101.948645,6489.586774,5122.160719,5826.636411,1417.017916,1480.627244,1459.90735,1629.373974,1589.788925,1608.674986,1450.226048,1516.999382,1376.643733,1742.053307,1648.48933,1736.418088,1634.765857,1926.248119,1764.480939,2153.732366,1837.006007,1829.78066,1851.175735,2207.113486
1.41_271.2281m/z,15463.91506,15288.26596,13860.27511,15572.37235,16026.04423,16427.01908,13615.45174,13359.18452,19279.56463,20391.5553,17297.20119,16383.41355,15035.30164,13853.66127,15251.97949,15929.73016,18600.7932,17645.24967,16929.54073,17969.36331,20496.43103,20347.4047,16737.51374,17591.6264,15206.2741,15261.23827,15188.92085,16711.85633,16037.4834,16158.15648,17908.61298,15598.85501,27919.811,25464.24911,17993.13085,19337.4409,17666.86559,19392.42823,18073.10218,19025.20284
1.41_745.5042m/z,22205.80227,17695.02984,22102.22238,22102.41057,13377.93375,8921.689421,21992.34648,19098.43307,19536.88751,19315.69559,45532.69684,36507.41863,48054.56568,41836.43361,54822.63437,40884.67392,67376.02297,57360.11691,51082.78084,43099.02448,54556.51688,36130.56424,56510.413,47524.51446,46454.01605,32424.59617,52901.04165,44083.00664,46237.09739,34269.03269,70691.63265,53481.56371,83265.05448,52092.8255,64630.32134,47740.69039,53861.70131,40548.59166,62678.9641,40585.20863
1.41_199.1340m/z,7647.3669,7763.715351,6011.903446,6815.840017,6368.638166,7143.056298,5879.113721,5895.262433,8500.18386,8648.516278,7833.205166,8320.246934,5614.14452,6736.524174,4920.305669,5356.043443,6506.647738,6821.986927,5994.323761,6678.621345,6019.214547,6651.592221,9833.458875,9691.217139,7740.205904,7933.511635,12265.83705,12563.50426,7818.844872,8214.810426,5304.90756,4837.361157,5107.436429,5101.978607,5675.596001,6279.337751,5468.182583,5760.404614,6044.247193,6570.50965
1.41_285.2710m/z,2957.55323,2793.989985,2568.395674,2994.799773,2318.684757,2237.751658,1842.167173,1851.019594,4826.309024,4946.904072,2094.399513,2331.71377,2040.17921,1797.517808,4096.483867,3871.573255,2758.072069,2440.344989,2169.554723,2284.794255,10641.68635,10472.67536,5725.52615,5715.652922,7882.215213,6476.157887,5973.499372,5194.95947,10240.64926,10174.57858,6600.251192,6655.302201,7374.697717,6858.256984,4463.515993,4357.98378,8641.562543,8790.33081,8151.977156,7725.667374
1.41_355.2858m/z,3666.74807,2890.094517,2706.280498,2246.728945,2715.846829,2240.82178,2914.702375,2232.645568,4513.067384,3248.496589,7278.424167,5886.080392,6329.626659,4814.63322,6291.927023,4834.189823,7567.412048,6013.953337,6061.794203,5390.528268,5329.095695,3907.140515,5737.924459,4566.823827,5431.385022,4123.280406,5332.524231,3986.778982,4069.652459,4542.821057,6751.731545,5451.382053,11096.6956,8637.318237,6706.737079,6792.876795,7273.776931,5688.163657,6651.895513,5842.713235
1.41_369.1195m/z,4234.975401,3914.890087,4183.175144,4626.506943,3912.793914,4783.443567,5234.903533,5909.933431,4642.383825,5724.04785,4281.492203,5078.730337,5799.589662,5297.407369,5642.47666,5144.490131,6871.626901,6114.991684,6343.146703,5414.617728,1712.36549,861.5346898,2071.419628,1289.418246,2518.666502,988.8965499,2322.206055,1593.931282,1604.379636,618.3998589,3184.16918,2787.842384,3276.601305,2273.437552,4809.411024,4121.425236,4104.888597,3540.905151,3948.055049,3431.501599
1.42_277.0178m/z,13947.95776,12985.68835,10388.87279,10089.30759,15081.91585,10605.37914,12910.87469,12045.67259,10942.58508,8883.115776,11750.8724,11284.61857,13998.67203,12035.69263,12979.28005,12261.83771,8712.667114,8289.090547,13784.11465,11819.72925,7920.934001,8052.682833,7364.450584,6398.405012,9045.887817,6908.136977,8208.650175,7534.193941,8251.320177,7632.839529,11699.95431,11042.99992,10897.56921,10415.30036,14601.33708,12767.58502,13941.63374,12933.71631,12394.98518,11388.71804
1.41_309.2802m/z,8088.311596,7388.923295,6128.985259,5762.45959,5209.249974,5357.725006,7140.891475,6448.598033,9250.437403,9008.948268,22839.6952,21401.94215,18888.42534,17766.29434,25409.10565,23616.84679,24575.79444,21441.62437,27864.6219,24851.50038,12747.27687,12203.4977,16502.81263,15316.41783,13809.20243,11724.04889,16458.54654,14697.88263,13794.42881,13258.46124,24875.03276,23264.9024,41182.84281,35014.50252,25577.97685,23098.61062,26695.04145,23702.95836,24131.30339,21441.81238
1.40_795.5192m/z,98431.13862,75190.8266,107964.4134,87976.24998,97296.66377,79532.27037,115182.6518,96247.59476,111984.8555,86584.4079,110273.7593,96122.31301,132803.631,102914.6566,125720.4058,106877.4014,154737.4462,124725.3347,128044.3417,106475.1051,73418.8918,53764.41812,93177.554,74853.17166,77362.30462,60327.88657,80997.6284,76245.03351,89110.38572,67198.2099,283256.8872,216280.9388,297474.2118,203774.6876,286558.4864,221209.1193,240207.0554,188150.6741,279408.6514,208919.7638
1.40_227.0385m/z,17482.37694,16920.75425,16233.29901,16755.60561,23509.48449,19178.52351,14344.54241,14654.53619,20671.33853,20758.69146,13992.62981,13859.20084,14079.28979,14195.70075,13912.79775,14049.23073,17995.15448,18260.00124,14707.67153,14650.77518,4595.229762,4579.60431,3461.361567,2875.119067,3379.955744,2841.78707,3581.597831,3577.304058,3298.104122,3550.232094,2394.953319,2142.214456,2602.997967,2679.155725,2176.795588,2157.50558,2583.811886,2753.62047,2395.972208,2934.066518
1.40_187.0071m/z,76684.45338,80496.42044,66357.01353,74642.29508,91773.36236,102326.2096,71843.23794,77160.15217,60170.32838,65687.76951,59960.56889,63941.8116,58991.75679,61680.95331,62613.94165,69001.3208,41698.39573,43458.61446,63468.19745,69029.65687,87088.75668,98648.25206,81724.70374,82584.89314,102571.5258,100732.8544,93319.93575,98981.45037,96506.05735,102133.0568,105508.6605,112930.0644,95526.49716,101353.4694,137646.3938,138817.2448,136477.4228,140835.7692,109568.6,121225.4199
1.38_455.2832m/z,14290.09432,11715.13529,10542.42009,8806.95314,17205.09511,15108.7551,13196.46834,10787.68712,13427.20774,10606.88769,20733.22452,22432.76673,21393.97179,16626.32993,18899.6021,18686.5729,20090.14068,19669.37446,22936.88044,17717.87955,1400.141021,719.6235419,1860.374611,2179.884433,3210.363509,1291.965541,3359.988848,2733.652185,2376.655359,1690.344667,1687.048131,1397.21948,1303.099812,950.4170357,1488.690094,696.6643538,1017.649106,810.9485954,939.6351208,661.1384404
1.38_479.3384m/z,14274.51053,14387.75391,13446.18768,13054.98871,9663.165884,9965.297525,13188.28865,12610.71808,15246.51601,16694.22153,18073.41216,15875.26774,18472.45187,16862.75195,19591.21743,19895.72239,19418.05079,17404.12594,21031.63885,19641.90706,8666.429009,8330.078155,2897.416755,1737.6949,4590.76693,1990.633859,4274.394864,3619.46428,2943.233763,1996.071461,2758.251806,2455.134184,5142.615503,688.1229475,2697.161861,2736.332253,2926.892977,2297.79043,1716.447868,2940.353641
1.38_227.1655m/z,4186.05542,4231.247107,3414.881102,3363.181394,3429.769577,3630.155712,3019.606689,2951.942628,3974.035566,4522.445731,4034.154118,4549.185323,2156.497192,2323.017649,2299.154511,2075.222252,2803.706204,3125.030161,2268.582179,2978.323896,3241.187817,3887.467434,5411.053805,5594.952251,4346.61184,4022.290027,8406.566964,8875.584534,4089.486808,4244.840742,2505.920732,2467.765189,2622.164118,2716.6718,2976.3612,3328.337739,2577.648725,2472.730243,3613.358131,3504.470028
1.38_99.0451m/z,1091.291658,1156.321125,998.9856909,1218.447834,833.2773651,1023.408966,942.8066114,1057.615128,879.6821308,1318.297049,915.176209,1001.569778,743.2858579,965.0738471,855.5550326,1004.453816,828.293769,956.7316626,790.815932,900.2235766,1773.340724,1931.789816,1664.519668,2033.368331,1663.551691,1699.662528,1564.375004,1662.609371,1839.814407,1857.547742,1620.325414,1598.197122,1463.845854,1715.881327,1342.311387,1336.227044,1111.194239,1250.846255,1090.158323,1056.843027
1.39_359.2960m/z,58760.57767,51653.16833,45772.67716,43232.09375,44832.45259,46536.93378,51979.47972,50281.11335,62273.15319,59211.84626,91848.65926,88860.42629,81902.95846,77586.95702,94926.95131,95244.60059,105142.6184,93945.21641,105805.2496,101626.6207,10881.25397,11199.95806,18071.98356,17017.25643,16580.88472,14096.1985,22261.53576,19971.42743,18375.75525,17988.84795,18322.14086,16147.07818,21886.36291,17514.3994,20361.65299,16061.21059,17524.14224,16988.89599,18382.4185,17723.07148
1.39_403.3077m/z,7918.346329,6700.190952,5977.426217,5828.177653,6861.682996,5917.035825,6642.084143,6100.69128,6539.098385,5756.384615,20568.30155,19910.66593,13616.17355,13042.64846,14172.71077,11406.6979,17139.70329,13081.82207,24952.93574,23234.81666,13281.96209,10515.38631,7572.618699,5426.065467,7772.994683,5567.872091,8211.417893,4997.297701,6022.634503,5685.161735,20278.81699,16138.15004,19754.98514,15224.18915,32425.07969,26876.84302,22563.59828,18814.19904,21012.2805,15862.52911
1.39_269.2488m/z,4709.32855,3882.277569,3811.152321,3775.958956,3724.874338,3815.125927,3802.461084,3886.683772,8553.516006,8487.919638,5463.856697,5491.770394,4061.13421,3816.865528,4948.057549,5431.27747,5036.13907,4934.623636,4706.486002,4897.262121,8098.730121,7650.625162,5601.265511,6252.834931,5917.386088,4943.404833,5656.428753,5426.671342,5898.797549,5267.113494,4585.246043,4308.94111,29387.03323,27378.83902,5313.00542,5615.409173,5759.036467,5930.559322,4963.69521,5411.810354
1.39_355.0649m/z,10434.53914,8912.390034,7483.676433,6841.43645,9360.544467,5885.42539,9881.215259,8409.91024,8048.141052,6779.231813,5401.879191,5393.109577,5894.960239,4890.324981,5515.936977,4878.816389,4786.727922,3336.091249,6865.063649,5956.708486,7684.276459,7878.74841,9386.20845,6997.635348,8767.571035,6777.122619,9127.995482,7878.646275,8644.62174,6984.662321,8708.055093,8049.781512,11261.22117,7682.295266,11126.02886,9055.760901,11469.41088,10706.90885,11397.081,8271.338643
