compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
9.76_564.8695m/z,56224.19256,66121.60393,39509.74452,49946.08386,72106.11767,96338.26597,45542.41885,52832.97949,39223.2373,50359.98117,26501.46236,37787.58991,29236.33918,33681.69251,33482.67118,53306.04498,14534.57865,18070.29486,26950.95467,39962.4594,63423.02095,72481.40801,27231.87813,51070.10692,68231.92499,79276.97385,46768.91574,57562.44118,35217.9443,53316.42024,61133.98479,73275.49392,40671.90579,54853.66011,75454.34443,86918.49436,76100.05329,97464.91251,68641.6253,80050.73641
9.77_648.8316m/z,29699.52367,34457.56389,22095.93378,25610.34265,39859.99929,50048.4723,23021.38662,28904.17014,19235.98536,25083.4857,10494.40438,17663.79401,14216.66195,16141.03663,15040.35469,23543.01605,5566.008932,5805.802532,10711.88916,18920.84857,33695.57513,40096.52245,13502.88739,25789.25916,35161.41774,43157.42748,24333.89836,30973.84773,17722.82476,26441.55708,30987.85611,32016.46687,18083.32455,26909.29523,35990.21814,38599.15246,38279.11633,52680.89089,32124.38881,39174.4383
9.55_215.0329m/z,61696.81128,58092.40837,52367.01441,50575.11539,48928.32966,46755.91081,59338.062,58514.31548,56782.88791,52752.3228,66668.64005,62412.52897,65952.36205,65427.24444,64698.96167,59298.86892,65268.52375,62363.29301,63653.74185,61091.82004,71348.16367,66403.05416,79289.30189,77007.47872,51369.44311,68487.59338,79178.87294,72110.58755,73559.65157,66731.12935,79982.5304,89321.93069,81846.53871,77421.02759,95266.59585,91334.72064,90498.23541,79180.66022,84278.30277,80409.49906
9.54_154.0622m/z,1262.095323,1074.239849,1527.02888,1345.705595,1301.304729,1288.123922,1070.509117,1088.195615,1109.506443,902.6243326,1715.877449,1379.383334,1606.62362,1513.938457,1829.850724,1825.426933,2007.194061,1926.467768,1614.508809,1431.515099,4349.262032,3766.611346,3385.903938,3051.493671,2609.626078,2747.491712,2656.02908,2296.490863,3415.163162,3157.702504,1451.05045,1203.848876,1456.75631,1213.790701,1323.116819,1205.672671,1348.989767,1206.646594,1332.191858,1495.368158
9.54_211.0395m/z,7119.586134,7137.175249,7671.539712,8911.630312,7554.068945,6097.223246,5958.546582,5884.709918,7550.858545,6897.947881,4046.093745,3787.683783,4085.827305,4375.662296,4311.694914,4455.816356,4161.110578,5228.001526,3477.383845,3361.200561,3708.132119,3403.617275,3810.376461,3995.295204,1768.664965,2773.109043,2855.135279,2418.027351,3349.768529,2966.09187,852.1702366,468.1844875,1102.111945,1384.27113,913.1299034,577.2279945,745.7916361,472.906373,1154.333031,1078.605408
9.13_368.1611m/z,124836.0589,132406.2946,127399.9442,137524.3614,129326.2585,151773.2514,95837.67359,101783.0768,107251.9082,112026.2841,112946.6151,108192.6817,136221.8192,137814.0748,107846.9289,114381.0093,113806.9363,115676.2934,105979.9802,106471.0376,72024.76139,74772.25956,54146.05813,55776.03702,63547.0418,53043.32607,57828.60785,53296.41958,63657.23883,59281.75993,65948.26683,58838.47847,68552.98848,66942.30894,55047.35794,49752.80402,54082.8107,51871.50496,59181.01819,54278.08457
9.14_373.1286m/z,1170.721876,6485.838544,6402.23269,3794.848688,4297.770144,6315.296939,921.2354408,2253.616979,4157.848756,1196.6511,0,1187.397642,1085.704476,0,780.8889525,768.5558152,600.1402688,0,726.2290663,1027.424561,16416.32575,8994.076409,4910.231199,4626.109917,3597.147625,4359.969991,3922.601087,1565.595052,4434.86771,4070.006562,9831.58642,5702.070407,7788.522239,1563.761495,3290.489389,8134.605596,9099.540747,4375.797377,4156.271356,6325.787044
9.15_606.2612m/z,240785.2537,262075.1918,241156.1632,261296.2958,269607.7676,320847.7555,197722.4001,237698.7388,185480.685,219807.7223,239418.6205,217867.5015,285372.0763,286363.0145,237831.7984,260062.9759,193185.0571,223059.5714,244233.8445,241889.51,179942.991,200493.08,133242.4782,127391.4549,179454.8961,149745.6022,152396.2397,141436.0356,171166.4368,175802.2883,221000.9726,197347.2873,204542.9452,217113.3259,174196.7808,165926.6626,190171.4133,190950.7304,203853.1433,183505.5219
9.16_546.1982m/z,334200.7922,299641.6356,287427.465,272975.0637,270539.538,262060.5508,293543.071,275711.6676,303298.4714,300261.9951,366922.1517,350077.546,348994.0565,284429.0118,376396.4336,367448.9052,419201.1865,377449.0782,360190.0455,336519.1455,359818.9791,339162.9909,384446.3446,354961.3136,339453.6547,326442.3977,413597.6927,333375.3469,344718.8329,322995.2407,328531.6879,293797.2305,340503.0205,314738.5573,364287.7605,341951.814,326615.5595,256689.4094,379029.5604,317896.7343
9.16_844.3601m/z,37319.76975,33266.50014,25213.09351,31947.04769,43819.67048,63122.95609,17029.78608,23909.21272,13896.98626,22313.29444,31881.72085,33419.95011,38661.64621,57732.33255,31299.46262,43368.3135,19761.28223,27100.55204,38185.86301,34383.35761,22003.7551,35348.63151,6023.229819,18856.28521,17224.65494,20085.49956,22145.86199,11181.74204,20581.66017,31102.12358,28644.41195,36811.5469,37798.57272,39538.23502,26776.313,31334.45427,28078.16876,33425.56438,26893.66442,31228.47093
9.19_378.0981m/z,24387.64308,20169.17001,17218.46996,17456.11598,11886.88936,5256.828251,20068.22044,15642.63622,21262.56299,21068.5984,2924.379743,2812.879981,8667.884501,4019.435207,7119.21973,2557.518487,14806.68103,10159.82153,4126.808942,2173.992236,36367.10209,34729.21228,37105.11039,34269.97191,31945.907,29941.39906,34753.84206,23828.41334,35371.88449,30500.43366,0,0,0,0,0,0,0,0,0,0
9.20_239.0959m/z,145071.9063,163707.2409,143801.0136,150449.2201,150169.7687,167950.0548,146874.0866,149912.832,141452.7929,143195.9035,168976.2483,175653.226,172963.5651,173442.34,160009.9646,191669.8706,148098.5405,142822.2596,166589.7225,188067.4093,169905.5375,179553.9314,167856.5957,181427.1438,193585.3584,195507.058,176962.6256,180705.4907,169908.0123,173716.8939,258751.127,236373.5681,238281.7401,229184.2792,275266.5368,288561.0911,273749.0725,282967.8794,249403.796,251268.0469
9.20_361.0746m/z,5231.94288,8140.423052,7034.038122,0,959.9000965,0,2141.077307,3452.975309,5073.443511,2531.954366,12757.589,9329.745814,6369.213506,4218.885887,6197.940744,4043.209465,3993.012714,4355.148423,6768.120742,0,7603.670025,4915.610341,2257.768833,3132.793859,12313.99441,11625.12694,8631.296971,5476.182258,3121.166237,7498.95868,22540.92522,19643.77986,24100.30358,16377.97468,26044.67841,15794.19985,36117.969,21302.79196,20877.50617,9911.112446
9.21_713.2906m/z,377642.3457,341564.6263,293659.7543,265932.1642,518594.1034,518535.6082,361517.237,319110.2324,254614.2611,236230.7679,471266.4955,413896.7356,469825.8319,428435.2282,480245.0049,444186.8318,243021.6329,222181.9315,460250.0547,457338.8773,699799.1767,620262.5283,485662.8334,456276.4738,767932.7243,694730.8925,574569.4028,559548.1477,611779.3401,602554.259,1520559.644,1381424.556,1315079.688,1206452.989,1688639.324,1705844.994,1776844.529,1833184.456,1601355.364,1426371.309
9.21_951.3900m/z,95613.58127,114567.1615,63504.17161,59035.64889,170198.5074,166391.3071,90087.40248,94664.15352,56355.65884,69725.72317,151240.674,137924.9424,127993.3378,161358.7656,143340.5282,196538.2345,42540.73994,50858.01592,151503.5178,146410.7645,213165.123,232003.3228,165692.3931,153311.3096,273398.1525,261946.4256,209691.7606,218677.0904,214933.5064,240333.7688,686617.3323,694278.9701,545458.5175,542214.757,780102.8801,820406.7699,780381.2859,949598.8019,697307.316,655601.4101
9.21_79.9571m/z,6781.170523,7771.355729,6545.048393,7516.962395,6638.20994,8581.56773,6580.448822,7429.67737,6321.218187,7147.097058,8280.933529,8647.193876,7406.483318,8224.007761,7917.008118,8663.584178,6929.360585,6994.80107,7397.42857,8521.691245,7664.530697,8425.577031,8352.005585,8630.472961,8431.388703,9118.883122,7672.863015,8942.698687,8722.15772,9120.770484,11953.93212,11762.02221,10744.06392,11036.37408,12786.10801,14627.45457,12493.22633,13585.29436,11689.28527,12129.63323
9.22_497.1727m/z,607409.7831,558563.7059,536447.5883,552740.5437,543450.623,559751.7489,580247.7726,572200.1421,540554.5912,526642.2592,600079.1955,592312.9222,608087.707,558039.8574,603654.3639,590793.5871,593916.4724,562527.5556,603759.5815,622286.047,547482.5501,540043.4527,593137.852,602930.6095,577642.8832,575401.0346,617418.5343,583193.9032,605264.6658,581960.6521,696902.2192,659455.3953,643503.9203,623417.3622,789709.1956,756857.3444,732499.6158,694958.9187,725557.2634,713797.5979
9.22_236.1679m/z,33988.18579,40368.73377,39902.33256,41220.77274,38787.99051,46122.86829,33403.3198,34171.07513,33575.93526,38076.88172,60094.81853,41664.04354,35640.58603,53507.56941,47871.29659,39740.1659,43104.85741,40380.80176,43784.13283,47215.84415,40148.16639,44113.42961,48231.41479,50117.89666,47500.5059,51462.1023,48723.449,50135.88925,54013.39977,50337.77332,66519.00973,71915.14945,60106.93586,78685.95158,61188.40457,80138.0718,81062.25555,82660.64887,78188.07285,70248.89342
9.22_238.0206m/z,30565.76506,35827.41619,36786.28094,34970.81857,35557.24673,41246.49435,29717.77863,32193.20745,29716.36313,34054.78988,54893.21702,36617.18354,32245.24933,49315.03934,43919.56897,36120.44613,39231.20735,38314.72295,38564.49849,43785.93754,36104.81813,35955.16716,41649.47476,45536.08087,45749.27155,45959.58351,44216.4959,45462.40561,48974.89177,45094.67947,62124.51959,65112.41122,53897.4554,71308.3707,54492.0428,70339.26589,73918.03797,73612.71402,71603.59651,61385.20193
9.24_735.2726m/z,56477.30116,57631.11015,33748.01848,47427.32079,66645.85877,52276.80951,53164.57405,55475.95889,39517.19162,54088.47293,79818.25071,67407.12774,61536.4892,59547.65078,49803.84799,67104.14845,46523.71834,55097.74931,54662.20562,61791.25317,59813.89835,48567.2729,71858.68903,66101.63002,54397.01269,72800.78291,66819.35325,73252.88645,62004.98467,81607.6507,104363.8953,111521.3235,67842.32339,58344.48541,93862.50945,116818.8011,106354.4032,106711.4908,128655.0785,100619.9077
9.12_279.0988m/z,5004.109562,3433.742789,4097.528063,3124.063417,3094.181917,2149.150113,4658.035462,3596.009184,4913.358337,3801.943753,11310.44056,8072.215504,9893.82413,7457.710499,10939.87393,9637.318379,12653.99738,10201.29471,10189.13457,8126.679005,3345.950268,2626.439277,5272.974834,2852.188807,1690.853331,1834.875227,5230.421039,2659.837248,3487.531909,2225.210649,7136.220272,3875.910565,7658.404707,3666.500702,5962.384505,4501.292981,3784.168503,1468.666966,7342.331674,4760.21129
9.26_559.1433m/z,7520.802669,13880.16617,3841.631456,14622.83714,9476.330634,27720.58001,4646.957272,18315.64851,5816.238462,15537.72539,9894.89755,16627.83616,9191.996812,29093.09269,13072.48591,23302.81002,4926.104676,16193.45118,16102.34967,25110.99241,12195.40627,16725.91039,13249.15798,27101.58547,15381.98496,23442.42113,3676.124791,27699.52139,9274.354262,28036.17509,0,19861.72467,2947.846794,24547.4973,9785.769328,16261.69538,4439.903176,34563.71892,514.2451895,16236.19106
9.12_737.3307m/z,32441.24471,39513.01663,41673.70257,47235.22956,38696.0469,50466.3523,27996.28671,33201.52233,31231.11665,38438.52154,34305.20678,28727.94526,48281.82144,41216.86593,35401.45428,32227.10518,40472.26777,36883.67054,32062.88953,35023.31978,13563.29415,15944.4658,9015.780071,12949.63901,9998.960472,10499.11626,14293.47373,9705.877305,11427.6392,13724.58873,11267.27491,10230.00133,12503.52445,11577.06224,8443.98474,7133.073332,10447.15649,7628.316139,10238.49801,11906.15354
9.11_499.2309m/z,19487.55961,17722.04194,24648.48484,27399.40585,26927.79596,25602.60768,17753.54848,16775.60101,17998.23276,20024.54144,15920.60203,16220.65334,25218.44557,23624.47946,15780.5237,18206.77189,21128.01929,22059.18433,15629.98467,14980.5762,5861.411451,6701.133348,3899.634205,3718.879954,4001.639869,4731.693904,4891.818879,3517.880478,5392.496457,4820.755272,4806.294614,3747.885203,3097.48044,5165.098341,4521.756307,2495.964826,2931.912688,1768.764362,3840.795885,3466.719143
9.06_283.1138m/z,27810.16832,23291.8334,28825.05258,29418.55259,28956.76545,28346.81758,24217.32679,20998.49439,27651.81664,24953.51739,25647.64598,25022.12369,27696.71865,24700.02221,25078.26831,25104.0358,32413.35207,30465.18171,22981.04869,22964.90163,13256.16003,11155.86797,11634.35504,10664.06265,10212.50775,10692.46666,11617.30936,9531.316672,10971.48239,11399.61024,9128.038642,7755.063655,9650.540667,8521.054129,7490.457339,7039.252213,6285.040918,5240.389246,9716.767741,7611.215785
9.06_165.0404m/z,8306.911195,9771.725696,7555.325109,7553.715636,8714.52819,11360.82691,8045.388039,7692.809162,6815.189648,7120.378808,10462.18264,10863.02102,8230.045015,9626.994854,9494.177429,10002.78344,5554.049527,6118.758102,8959.289254,9799.514651,10612.5429,11281.03259,9358.658866,8505.167242,9873.306239,12174.17923,9667.341789,9749.130014,9269.849773,9839.943744,19480.25096,18286.72619,15394.07254,16152.07941,21761.3368,21639.35891,20081.744,20141.11069,18205.15559,19672.87717
9.07_195.0446m/z,0.072703043,0,0.003979584,0,0,2.630811583,0,0.008631481,0,0.080165744,0,0,2.242212011,0,0,0.012188774,0,0,0.094211277,0.147387338,87703.07364,58276.84314,26175.32832,18450.97107,45106.48464,40901.2888,36630.28347,24331.55766,27948.37743,22299.67217,5042.652346,2147.088609,2316.060939,851.8201455,1777.200417,340.9810908,2606.776664,763.7901654,2657.254469,1328.457431
9.07_260.0203m/z,8429.72082,11628.25238,9526.046022,15580.85437,10881.5113,18669.53997,7005.925639,11461.88331,9578.945497,13357.33228,8809.886717,13906.48751,8933.770069,16428.3202,8397.872934,13499.0442,10982.94089,14424.60457,10262.56864,14826.41766,5002.766963,7335.335838,4659.283495,8216.718545,5042.237395,6248.357025,2848.959448,8230.412787,4306.942813,7544.033554,2045.793211,4314.773965,2336.176974,6562.427693,3247.556816,4627.599178,3720.1459,7176.745062,1959.678236,4505.722903
9.07_392.2017m/z,11974.58199,9695.228078,15307.27345,13173.11925,17253.56337,15582.096,9356.187462,7452.358384,11925.03231,11168.40265,10759.61137,8940.828067,14053.38261,11951.76308,10462.60174,9336.848469,16033.30546,10820.71887,7736.963389,8852.299549,2707.681119,2301.292521,1956.685937,1444.204574,1464.634552,1388.710576,1687.797681,1112.984684,1622.455542,1833.931466,1089.323209,745.0953484,1050.118693,1370.616116,500.4924348,437.7535135,485.3838656,181.2361562,1137.578231,870.0911789
9.07_579.2083m/z,1980.766333,987.2994263,463.8038742,887.311337,371.438078,415.8421891,3903.954067,2378.817829,1175.845589,0,1246.816238,1906.218917,1620.300848,1302.790512,1632.419097,1124.277615,0,548.1984507,2091.731748,3469.901995,6805.433718,6635.025857,5349.306627,6679.313774,4180.29641,4148.020281,7363.131372,8193.141026,4585.35308,4731.194967,16301.45248,11844.08627,15163.11112,10769.14415,22909.78336,21586.688,20895.61162,17063.3137,18739.01769,14785.57691
9.07_226.0501m/z,7060.161706,6661.61741,8582.744278,8004.511583,8030.315813,7944.335477,6175.68575,5655.146478,7544.928428,7282.177818,6905.054806,6689.637481,6897.43446,7036.560415,6591.423934,6605.466533,9028.271086,8085.751061,6126.890861,6005.352525,3632.434581,3158.237888,2980.62734,2897.483647,3184.141957,2369.695917,2160.797215,2229.063852,2830.628047,2743.488509,2693.692474,2102.170462,2575.500287,2483.630459,1749.299872,1777.732867,1883.592578,1717.097862,2132.040324,2009.36625
9.08_88.0404m/z,168764.3974,202130.8311,201720.5678,245629.3799,192301.5815,251286.7369,142741.7475,169021.299,180085.3303,218598.4208,172944.4899,212256.0899,179669.9988,213380.2229,171436.7455,212350.3182,194891.8636,230904.533,168107.959,200310.5042,89195.53701,104903.5478,81083.28628,98025.93823,80270.98029,90868.0804,77006.29675,89269.9556,85387.88134,102208.562,70601.91567,77767.44532,74887.09408,86096.41907,60557.91526,74947.95634,59467.06213,70040.96713,63048.23797,74382.34036
9.08_261.1319m/z,27888.45469,25659.69602,36044.5702,35684.90411,37258.69807,36837.89407,20856.62439,19291.44311,28683.07701,29264.5798,25136.82954,24957.48965,32076.93908,28035.65232,24338.93902,24035.71674,34029.55467,31349.29754,22293.35898,20904.89967,8308.944484,6647.207392,5238.86688,5427.338052,5230.047883,4581.995384,4503.103251,4417.110482,5618.040202,5238.354486,4089.503001,3515.276439,4953.111823,4488.760357,2485.687726,2232.340681,2697.108762,2538.713824,4202.747381,3086.413501
9.08_89.0437m/z,5621.830037,7006.097248,7088.079286,8453.042828,6678.951471,8718.647988,4807.124562,5904.970576,6463.216666,7688.132304,5688.701766,7055.454826,6024.349645,7159.132931,5797.095737,7416.291083,6895.995167,8227.958135,5477.954255,7018.033038,2405.631546,3154.646238,2704.61134,2950.147542,2379.721757,2900.476929,2370.688962,2843.796545,2731.481751,3225.325299,1963.774853,2244.077806,1964.701928,2356.434751,1697.957045,1975.775264,1577.906831,1796.465555,1793.354384,2107.826062
9.08_417.1555m/z,5246.354026,4122.376233,4110.251387,5042.233475,2882.363732,4135.035984,6686.442275,4693.726658,2890.242184,3023.795916,5292.342571,4110.883998,7264.920082,4847.767664,5961.165986,3779.340167,5950.189156,4640.533814,6840.777536,7175.135529,22300.53537,16832.50092,19416.76443,12827.19608,15619.16521,14321.84555,18795.14679,15956.8103,18501.05699,15021.26755,42681.56588,32927.11197,33820.19997,30761.15218,35965.17574,26857.62593,46226.74472,35713.44384,38883.86369,28046.40802
9.08_567.0123m/z,3039.433889,2177.774912,0,1354.226778,0,1426.49679,3562.929613,3758.162187,3594.216989,2561.568766,5015.968697,4468.022875,2251.363934,1622.06023,3458.611299,3090.863846,4637.755515,5223.103344,4921.864769,3213.636675,11194.59989,9005.367423,16236.36146,18670.24378,10102.96661,11696.68759,15488.87335,14876.22172,11974.36633,9236.946965,13417.35432,12759.60018,14121.23354,10574.61504,20082.03169,15464.14853,17849.41114,13842.31739,17786.1592,11391.83996
9.08_131.0654m/z,12126.69225,12644.49816,14183.17283,15928.33059,13723.78537,15911.43809,9649.85964,10318.12096,13113.54347,13884.29928,11796.53754,13061.62253,12440.83258,14210.08732,10877.21503,13248.00719,13791.63721,15287.65443,10339.36542,11835.82394,5657.671512,6110.316801,4793.80257,5432.142752,5100.325662,5021.394094,4240.46576,5085.526503,4917.240174,5673.151077,3652.836141,4100.16508,4074.781174,4770.369723,3211.086551,3537.589761,2984.298482,3352.699977,3488.416639,3531.568379
9.09_411.0571m/z,763996.8533,611594.7519,596726.6616,600880.7017,446515.7756,457360.9329,828932.8208,702289.7121,795360.8605,725550.5514,757382.7206,716228.1797,623804.3839,639536.6546,667047.9927,624965.6156,957259.6966,852407.2614,766081.4399,693649.0617,830117.4212,666870.9679,998519.0653,951529.175,752774.4707,664830.9242,879850.9322,814174.3236,832663.7155,713828.4618,781125.5766,617316.3916,743057.7252,644083.8798,834993.1071,771307.3344,807393.9835,672401.2051,805795.2289,690925.1594
